part_no,part_id,part_code,label,label_text,name,part_name,qty,quantity,count,material,material_hint,material_group,group,is_tpu,split_group,plate_id,plate,plate_group,module,phase,title,stl,stl_file,stl_path,file,filename,path,file_path,source_file,source_path,output_stl,step,step_file,step_path,bbox_x,bbox_y,bbox_z,printable,marked,compatibility,notes,optional
PS-RV228-BELLY-HULL-CENTER-F-L,PS-RV228-BELLY-HULL-CENTER-F-L,PS-RV228-BELLY-HULL-CENTER-F-L,PS-RV228-BELLY-HULL-CENTER-F-L,PS-RV228-BELLY-HULL-CENTER-F-L,front lower belly hull left split quarter,front lower belly hull left split quarter,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-BELLY-HULL-F-L,V228R-C-BELLY-HULL-F-L,V228R-C-BELLY-HULL-F-L,common_rover_v228_1_dual_pto_output,C,front lower belly hull left split quarter,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-L.stl,step/PS-RV228-BELLY-HULL-CENTER-F-L.step,step/PS-RV228-BELLY-HULL-CENTER-F-L.step,step/PS-RV228-BELLY-HULL-CENTER-F-L.step,108.000,156.000,32.000,1,1,front-left lower hull under BBOX; split to fit safe 232mm dense packing,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion,0
PS-RV228-BELLY-HULL-CENTER-F-R,PS-RV228-BELLY-HULL-CENTER-F-R,PS-RV228-BELLY-HULL-CENTER-F-R,PS-RV228-BELLY-HULL-CENTER-F-R,PS-RV228-BELLY-HULL-CENTER-F-R,front lower belly hull right split quarter,front lower belly hull right split quarter,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-BELLY-HULL-F-R,V228R-C-BELLY-HULL-F-R,V228R-C-BELLY-HULL-F-R,common_rover_v228_1_dual_pto_output,C,front lower belly hull right split quarter,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-F-R.stl,step/PS-RV228-BELLY-HULL-CENTER-F-R.step,step/PS-RV228-BELLY-HULL-CENTER-F-R.step,step/PS-RV228-BELLY-HULL-CENTER-F-R.step,108.000,156.000,32.000,1,1,front-right lower hull under BBOX; split to fit safe 232mm dense packing,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion,0
PS-RV228-BELLY-HULL-CENTER-R-L,PS-RV228-BELLY-HULL-CENTER-R-L,PS-RV228-BELLY-HULL-CENTER-R-L,PS-RV228-BELLY-HULL-CENTER-R-L,PS-RV228-BELLY-HULL-CENTER-R-L,rear lower belly hull left split quarter,rear lower belly hull left split quarter,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-BELLY-HULL-R-L,V228R-C-BELLY-HULL-R-L,V228R-C-BELLY-HULL-R-L,common_rover_v228_1_dual_pto_output,C,rear lower belly hull left split quarter,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-L.stl,step/PS-RV228-BELLY-HULL-CENTER-R-L.step,step/PS-RV228-BELLY-HULL-CENTER-R-L.step,step/PS-RV228-BELLY-HULL-CENTER-R-L.step,108.000,156.000,32.000,1,1,rear-left lower hull under CBOX; split to fit safe 232mm dense packing,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion,0
PS-RV228-BELLY-HULL-CENTER-R-R,PS-RV228-BELLY-HULL-CENTER-R-R,PS-RV228-BELLY-HULL-CENTER-R-R,PS-RV228-BELLY-HULL-CENTER-R-R,PS-RV228-BELLY-HULL-CENTER-R-R,rear lower belly hull right split quarter,rear lower belly hull right split quarter,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-BELLY-HULL-R-R,V228R-C-BELLY-HULL-R-R,V228R-C-BELLY-HULL-R-R,common_rover_v228_1_dual_pto_output,C,rear lower belly hull right split quarter,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,stl/PS-RV228-BELLY-HULL-CENTER-R-R.stl,step/PS-RV228-BELLY-HULL-CENTER-R-R.step,step/PS-RV228-BELLY-HULL-CENTER-R-R.step,step/PS-RV228-BELLY-HULL-CENTER-R-R.step,108.000,156.000,32.000,1,1,rear-right lower hull under CBOX; split to fit safe 232mm dense packing,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion,0
PS-RV228-BUOYANCY-CHAMBER-SIDE-L,PS-RV228-BUOYANCY-CHAMBER-SIDE-L,PS-RV228-BUOYANCY-CHAMBER-SIDE-L,PS-RV228-BUOYANCY-CHAMBER-SIDE-L,PS-RV228-BUOYANCY-CHAMBER-SIDE-L,left side removable buoyancy chamber / shoulder float,left side removable buoyancy chamber / shoulder float,2,2,2,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-SIDE-BUOY-L,V228R-C-SIDE-BUOY-L,V228R-C-SIDE-BUOY-L,common_rover_v228_1_dual_pto_output,C,left side removable buoyancy chamber / shoulder float,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.stl,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.step,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.step,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-L.step,38.000,132.000,34.000,1,1,left side buoyancy around core; keep wheel opening clear,secondary buoyancy; not guaranteed waterproof without sealing/coating/foam,0
PS-RV228-BUOYANCY-CHAMBER-SIDE-R,PS-RV228-BUOYANCY-CHAMBER-SIDE-R,PS-RV228-BUOYANCY-CHAMBER-SIDE-R,PS-RV228-BUOYANCY-CHAMBER-SIDE-R,PS-RV228-BUOYANCY-CHAMBER-SIDE-R,right side removable buoyancy chamber / shoulder float,right side removable buoyancy chamber / shoulder float,2,2,2,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-SIDE-BUOY-R,V228R-C-SIDE-BUOY-R,V228R-C-SIDE-BUOY-R,common_rover_v228_1_dual_pto_output,C,right side removable buoyancy chamber / shoulder float,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,stl/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.step,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.step,step/PS-RV228-BUOYANCY-CHAMBER-SIDE-R.step,38.000,132.000,34.000,1,1,right side buoyancy around core; keep wheel opening clear,secondary buoyancy; not guaranteed waterproof without sealing/coating/foam,0
PS-RV228-SIDE-MOTOR-POD-MOUNT-L,PS-RV228-SIDE-MOTOR-POD-MOUNT-L,PS-RV228-SIDE-MOTOR-POD-MOUNT-L,PS-RV228-SIDE-MOTOR-POD-MOUNT-L,PS-RV228-SIDE-MOTOR-POD-MOUNT-L,left upper side-wall motor pod mount,left upper side-wall motor pod mount,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-SIDE-MOTOR-MOUNT-L,V228R-C-SIDE-MOTOR-MOUNT-L,V228R-C-SIDE-MOTOR-MOUNT-L,common_rover_v228_1_dual_pto_output,C,left upper side-wall motor pod mount,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.stl,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.step,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.step,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-L.step,52.000,72.000,46.000,1,1,"left motor pod attaches to upper side wall of waterproof box core, not on top face",fixed core: motor box on upper side wall; high motor/electrical contacts,0
PS-RV228-SIDE-MOTOR-POD-MOUNT-R,PS-RV228-SIDE-MOTOR-POD-MOUNT-R,PS-RV228-SIDE-MOTOR-POD-MOUNT-R,PS-RV228-SIDE-MOTOR-POD-MOUNT-R,PS-RV228-SIDE-MOTOR-POD-MOUNT-R,right upper side-wall motor pod mount,right upper side-wall motor pod mount,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-SIDE-MOTOR-MOUNT-R,V228R-C-SIDE-MOTOR-MOUNT-R,V228R-C-SIDE-MOTOR-MOUNT-R,common_rover_v228_1_dual_pto_output,C,right upper side-wall motor pod mount,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,stl/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.step,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.step,step/PS-RV228-SIDE-MOTOR-POD-MOUNT-R.step,52.000,72.000,46.000,1,1,"right motor pod attaches to upper side wall of waterproof box core, not on top face",fixed core: motor box on upper side wall; high motor/electrical contacts,0
PS-RV228-FRONT-PTO-HIGH-MOUNT-S,PS-RV228-FRONT-PTO-HIGH-MOUNT-S,PS-RV228-FRONT-PTO-HIGH-MOUNT-S,PS-RV228-FRONT-PTO-HIGH-MOUNT-S,PS-RV228-FRONT-PTO-HIGH-MOUNT-S,front high dual PTO output mount and splash cowl base,front high dual PTO output mount and splash cowl base,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-FRONT-PTO-DUAL,V228R-C-FRONT-PTO-DUAL,V228R-C-FRONT-PTO-DUAL,common_rover_v228_1_dual_pto_output,C,front high dual PTO output mount and splash cowl base,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.stl,step/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.step,step/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.step,step/PS-RV228-FRONT-PTO-HIGH-MOUNT-S.step,88.000,56.000,52.000,1,1,front high-mounted dual PTO output module above expected waterline; two output ports for left/right motor power takeoff,PTO is front/high; dual left/right output holes; do not put PTO in low belly hull,0
PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,optional front PTO unit float mount pair,optional front PTO unit float mount pair,2,2,2,PETG/ASA,HARD,HARD,HARD,0,HARD,V228R-C-FRONT-PTO-FLOAT-MOUNT,V228R-C-FRONT-PTO-FLOAT-MOUNT,V228R-C-FRONT-PTO-FLOAT-MOUNT,common_rover_v228_1_dual_pto_output,C,optional front PTO unit float mount pair,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,stl/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,step/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.step,step/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.step,step/PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.step,54.000,34.000,18.000,1,1,optional mount for PTO attachment float to reduce nose-down trim,front PTO work units may need their own float; optional but recommended for heavy units,1
PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S,MCR rail retrofit clamp set,MCR rail retrofit clamp set,6,6,6,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-C-MOUNTS,HQG1-C-MOUNTS,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,C,MCR rail retrofit clamp set,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,stl/PS-RV2273G1-MCR-CLAMP-S.stl,step/PS-RV2273G1-MCR-CLAMP-S.step,step/PS-RV2273G1-MCR-CLAMP-S.step,step/PS-RV2273G1-MCR-CLAMP-S.step,38.000,46.000,26.000,1,1,clamp to MCR rail; do not crush box,measure actual printed MCR rail before tightening,0
PS-RV2273G1-RCP-DOGHOUSE-G3,PS-RV2273G1-RCP-DOGHOUSE-G3,PS-RV2273G1-RCP-DOGHOUSE-G3,PS-RV2273G1-RCP-DOGHOUSE-G3,PS-RV2273G1-RCP-DOGHOUSE-G3,high sloped waterproof E-stop doghouse candidate,high sloped waterproof E-stop doghouse candidate,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-C-DOGHOUSE,HQG1-C-DOGHOUSE,HQG1-C-DOGHOUSE,common_rover_v228_1_dual_pto_output,C,high sloped waterproof E-stop doghouse candidate,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,stl/PS-RV2273G1-RCP-DOGHOUSE-G3.stl,step/PS-RV2273G1-RCP-DOGHOUSE-G3.step,step/PS-RV2273G1-RCP-DOGHOUSE-G3.step,step/PS-RV2273G1-RCP-DOGHOUSE-G3.step,116.000,92.000,82.000,1,1,candidate high E-stop housing,"requires real waterproof E-stop, cable gland, potting, drip loop",0
PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,bottom water-detection sensor saddle set,bottom water-detection sensor saddle set,4,4,4,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-D-INTERNAL,HQG1-D-INTERNAL,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,D,bottom water-detection sensor saddle set,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,stl/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,step/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.step,step/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.step,step/PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.step,52.000,20.000,10.000,1,1,internal loose insert / adhesive mount,no powered water tests without cutoff plan,0
PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S,removable raised PCB shelf / standoff plate,removable raised PCB shelf / standoff plate,2,2,2,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-D-INTERNAL,HQG1-D-INTERNAL,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,D,removable raised PCB shelf / standoff plate,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,stl/PS-RV2273G1-INT-PCB-SHELF-S.stl,step/PS-RV2273G1-INT-PCB-SHELF-S.step,step/PS-RV2273G1-INT-PCB-SHELF-S.step,step/PS-RV2273G1-INT-PCB-SHELF-S.step,138.000,92.000,16.000,1,1,internal removable shelf,keeps PCB above first ingress water; still not waterproof,0
PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S,battery waterproof-bag retaining rail set,battery waterproof-bag retaining rail set,2,2,2,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-D-INTERNAL,HQG1-D-INTERNAL,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,D,battery waterproof-bag retaining rail set,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,stl/PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,step/PS-RV2273G1-INT-BAT-BAG-RAIL-S.step,step/PS-RV2273G1-INT-BAT-BAG-RAIL-S.step,step/PS-RV2273G1-INT-BAT-BAG-RAIL-S.step,142.000,20.000,14.000,1,1,internal battery bag rail,avoid puncturing waterproof bag,0
PS-RV2273G1-INT-FUSE-RELAY-TRAY,PS-RV2273G1-INT-FUSE-RELAY-TRAY,PS-RV2273G1-INT-FUSE-RELAY-TRAY,PS-RV2273G1-INT-FUSE-RELAY-TRAY,PS-RV2273G1-INT-FUSE-RELAY-TRAY,main fuse / relay / BMS tray candidate,main fuse / relay / BMS tray candidate,1,1,1,PETG/ASA,HARD,HARD,HARD,0,HARD,HQG1-D-INTERNAL,HQG1-D-INTERNAL,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,D,main fuse / relay / BMS tray candidate,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,stl/PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,step/PS-RV2273G1-INT-FUSE-RELAY-TRAY.step,step/PS-RV2273G1-INT-FUSE-RELAY-TRAY.step,step/PS-RV2273G1-INT-FUSE-RELAY-TRAY.step,130.000,76.000,14.000,1,1,internal removable electrical tray,layout study only,0
